Product Name,Image URL,Product URL,Ratings,No: of Responses,price,country
Dark Lava Hydro-dipped Ps4 Controller,https://i.etsystatic.com/17824651/d/il/b9cd85/1959565405/il_340x270.1959565405_ojd1.jpg?version=0,https://www.etsy.com/in-en/listing/714420139/dark-lava-hydro-dipped-ps4-controller?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-13-42&organic_search_click=1,5,7,175,United States
Red Soft Touch Semi Transparent PS4 Controller,https://i.etsystatic.com/20332497/d/il/e2e220/1949920181/il_340x270.1949920181_q7ji.jpg?version=0,https://www.etsy.com/in-en/listing/698340378/red-soft-touch-semi-transparent-ps4?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-13-43&organic_search_click=1,5,3,69,United States
Rose Gold Marble PS4 Dualshock 4 Controller Skin | Sony Playstation Gamer Console V2 Decal Sticker Wrap Gaming Accessories,https://i.etsystatic.com/17933026/d/il/db30b2/1931492260/il_340x270.1931492260_99zu.jpg?version=0,https://www.etsy.com/in-en/listing/672442211/rose-gold-marble-ps4-dualshock-4?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-13-44&organic_search_click=1,4.7242,621,12,United States
Video Game Word Cloud Wall Sticker Play Fun Controller Joystick Inspirational Gaming Vinyl Decal PS4 Xbox Art Home Boys Gamer Room Decor 3gg,https://i.etsystatic.com/18714665/c/422/335/21/44/il/c3ff47/1774731062/il_340x270.1774731062_c2md.jpg,https://www.etsy.com/in-en/listing/681817267/video-game-word-cloud-wall-sticker-play?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-13-45&organic_search_click=1&col=1,4.9048,21,23.94,United States
Starry Night By Van Gogh PS4 Dualshock 4 Controller Skin | Sony Playstation Gamer Console V2 Decal Sticker Wrap Gaming Accessories,https://i.etsystatic.com/17933026/d/il/219e81/1931490522/il_340x270.1931490522_pmd0.jpg?version=0,https://www.etsy.com/in-en/listing/672441501/starry-night-by-van-gogh-ps4-dualshock-4?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-13-47&organic_search_click=1,4.7242,621,12,United States
Blue Soft Touch Semi Transparent PS4 Controller,https://i.etsystatic.com/20332497/d/il/14de40/1902362332/il_340x270.1902362332_23m8.jpg?version=0,https://www.etsy.com/in-en/listing/698335820/blue-soft-touch-semi-transparent-ps4?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-13-48&organic_search_click=1,5,3,69,United States
"Sony PlayStation Inspired Print, Artwork, Gamer Poster, Gift, PSX, PS1, PS2, PS3, PS4, Controller, Nerd, Retro",https://i.etsystatic.com/11203689/d/il/88672f/1229823646/il_340x270.1229823646_4cyw.jpg?version=0,https://www.etsy.com/in-en/listing/537160025/sony-playstation-inspired-print-artwork?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-14-1&organic_search_click=1,5,55,7,United States
Sakura Blossoms PS4 Dualshock 4 Controller Skin | Sony Playstation Gamer Console V2 Decal Sticker Wrap Gaming Accessories,https://i.etsystatic.com/17933026/d/il/f5684b/1931493982/il_340x270.1931493982_anpr.jpg?version=0,https://www.etsy.com/in-en/listing/672472581/sakura-blossoms-ps4-dualshock-4?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-14-2&organic_search_click=1,4.7242,621,12,United States
Back to the Future PS4 controller made by Aaron@TechFire PC gaming controller wireless LED,https://i.etsystatic.com/14102023/d/il/e47894/1897121378/il_340x270.1897121378_sxzi.jpg?version=0,https://www.etsy.com/in-en/listing/683279474/back-to-the-future-ps4-controller-made?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-14-3&organic_search_click=1&pro=1,4.3214,41,159.99,United States
Playstation Controller Pint Glass - PS4 controller glass - Video game controller pint glass - sony pint glass -  nintendo pint glass,https://i.etsystatic.com/8780913/d/il/5b805a/1645760560/il_340x270.1645760560_5gub.jpg?version=0,https://www.etsy.com/in-en/listing/636047094/playstation-controller-pint-glass-ps4?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-14-4&organic_search_click=1,4.9603,693,16.75,United States
Skulls Hydro Dip PS4 Controller,https://i.etsystatic.com/20332497/d/il/1b3bfc/1902261836/il_340x270.1902261836_g4b7.jpg?version=0,https://www.etsy.com/in-en/listing/698312356/skulls-hydro-dip-ps4-controller?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-14-5&organic_search_click=1,5,3,69,United States
Eat Sleep Game Repeat A4 Print / Kids Room Print / Controller Print / Gamer / PS4 / XBOX / NES / SNES,https://i.etsystatic.com/18576594/d/il/5bd359/1840572948/il_340x270.1840572948_7o34.jpg?version=0,https://www.etsy.com/in-en/listing/697497411/eat-sleep-game-repeat-a4-print-kids-room?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-14-6&organic_search_click=1,5,11,7.76,United States
"PS4 Controller Polymer Earrings | Gift idea woman or teenager gamer, gamer, passionate | Unique model in handmade fimo | Fun and video game",https://i.etsystatic.com/18345052/c/1666/1323/567/245/il/2f4a10/1717447566/il_340x270.1717447566_8hh3.jpg,https://www.etsy.com/in-en/listing/653141332/ps4-controller-polymer-earrings-gift?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-14-7&organic_search_click=1&frs=1,5,5,16.19,United States
"PLAYSTATION Poster, GAME ZONE, PlayStation Room Decor, boys room, PS4, PlayStation, controller, teen bedroom, video game poster, gamer gift",https://i.etsystatic.com/17393320/c/1753/1392/221/626/il/d2aba1/1594665294/il_340x270.1594665294_jq2w.jpg,https://www.etsy.com/in-en/listing/637656441/playstation-poster-game-zone-playstation?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-14-8&organic_search_click=1&frs=1,4.875,25,19.4,United States
Merry PipMas  - Christmas card - pipboy - fallout - xmas - scifi - gamer - geek - nerd - ps4 - xbox - pc - computer game,https://i.etsystatic.com/11597191/d/il/bd1f98/1406299525/il_340x270.1406299525_ayev.jpg?version=0,https://www.etsy.com/in-en/listing/475526556/merry-pipmas-christmas-card-pipboy?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-14-9&organic_search_click=1,5,45,3.88,United States
Just One More Game - PlayStation Poster - PS Controller Print - PS art - PS4 print - PlayStation controller - teen room - video game poster,https://i.etsystatic.com/17393320/c/879/698/162/329/il/ffd741/1516227154/il_340x270.1516227154_nxc6.jpg,https://www.etsy.com/in-en/listing/617056727/just-one-more-game-playstation-poster-ps?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-14-10&organic_search_click=1&frs=1,4.875,25,19.4,United States
"Svg bundle, geek svg bundle, PlayStation svg, nerd svg, gamer, video game svg, svg Cricut, Cricut design space, Silhouette Svg, ps4 svg, ps3",https://i.etsystatic.com/18322801/d/il/4b2b3d/1724235308/il_340x270.1724235308_nlkw.jpg?version=0,https://www.etsy.com/in-en/listing/655233552/svg-bundle-geek-svg-bundle-playstation?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-14-11&organic_search_click=1,5,10,5.9,United States
tshirt Kids Children black or white CALL of DUTY black ops 4 bo4 FIREBREAK blackout xbox ps4,https://i.etsystatic.com/18675946/d/il/c46ab0/1695373914/il_340x270.1695373914_ip0s.jpg?version=0,https://www.etsy.com/in-en/listing/647439382/tshirt-kids-children-black-or-white-call?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-14-12&organic_search_click=1&sca=1&col=1,5,14,24.27,United States
Cotton Candy Watercolor PS4 Dualshock 4 Controller Skin | Sony Playstation Gamer Console V2 Decal Sticker Wrap Gaming Accessories,https://i.etsystatic.com/17933026/d/il/d59211/1931493534/il_340x270.1931493534_ajj1.jpg?version=0,https://www.etsy.com/in-en/listing/672472773/cotton-candy-watercolor-ps4-dualshock-4?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-15-1&organic_search_click=1,4.7264,626,12,United States
PS4 Slim Skin EXCLUSIVE RETRO ATARI Style Skin with 2 Controller Skins Playstation 4,https://i.etsystatic.com/11353554/d/il/8ec8de/1184293833/il_340x270.1184293833_8nuy.jpg?version=0,https://www.etsy.com/in-en/listing/510359243/ps4-slim-skin-exclusive-retro-atari?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-15-2&organic_search_click=1,4.6667,85,18.1,United States
God of War Hydro Dip PS4 Controller,https://i.etsystatic.com/20332497/d/il/7fdeb5/1949542431/il_340x270.1949542431_g22h.jpg?version=0,https://www.etsy.com/in-en/listing/698251598/god-of-war-hydro-dip-ps4-controller?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-15-3&organic_search_click=1,5,3,69,United States
kcik1499 Full Color Wall decal controller console Xbox 360 Game PS4  bedroom teens Gamer  Decals Game Gaming Video  Boy Room  Gamer Gifts,https://i.etsystatic.com/12534697/d/il/1ab457/1017645897/il_340x270.1017645897_msmt.jpg?version=0,https://www.etsy.com/in-en/listing/279346882/kcik1499-full-color-wall-decal?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-15-5&organic_search_click=1,4.8716,311,39.99,United States
The Shamrock Shadow Hydro-dipped PS4 Controller,https://i.etsystatic.com/17824651/d/il/6740b9/1912030474/il_340x270.1912030474_1ix2.jpg?version=0,https://www.etsy.com/in-en/listing/714422311/the-shamrock-shadow-hydro-dipped-ps4?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-15-6&organic_search_click=1,5,7,175,United States
Bloodborne  - Custom PS4 Art Cover w/ Game Case,https://i.etsystatic.com/13837660/d/il/23685d/1912077346/il_340x270.1912077346_inkt.jpg?version=0,https://www.etsy.com/in-en/listing/714430565/bloodborne-custom-ps4-art-cover-w-game?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-15-8&organic_search_click=1,4.9895,485,7,United States
Xbox One & Ps4 Controllers |  || Planner Stickers and Accessories 4 Erin Condren Travelers Notebooks Bujo Journals Crafts Projects,https://i.etsystatic.com/11571472/d/il/c2ed37/1782762385/il_340x270.1782762385_omv1.jpg?version=0,https://www.etsy.com/in-en/listing/658615314/xbox-one-ps4-controllers-planner?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-15-9&organic_search_click=1,4.9143,245,2.25,United States
Gamer Party Digital Download Banner -HAPPY BIRTHDAY + Level Banner-Boys Gaming Party - XBOX - Nintendo - PS4 Party,https://i.etsystatic.com/15353142/c/2067/1642/86/0/il/6c37db/1865009327/il_340x270.1865009327_fpcz.jpg,https://www.etsy.com/in-en/listing/678143760/gamer-party-digital-download-banner?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-15-10&organic_search_click=1,5,124,15.34,United States
"Playstation 4 Poster - Minimalist Wall Art, Video Game Poster, Retro Gaming Decor, PSX, PS4 Console, Playstation, Digital Download, Retro",https://i.etsystatic.com/18968986/d/il/0b5a4e/1748133837/il_340x270.1748133837_lqf5.jpg?version=0,https://www.etsy.com/in-en/listing/662540201/playstation-4-poster-minimalist-wall-art?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-15-11&organic_search_click=1,5,7,4.58,United States
Custom PS4 or Xbox Controller,https://i.etsystatic.com/13704717/d/il/65b5ae/1885761709/il_340x270.1885761709_1uce.jpg?version=0,https://www.etsy.com/in-en/listing/696933447/custom-ps4-or-xbox-controller?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-15-12&organic_search_click=1,5,45,70,United States
Great Wave Off Kanagawa By Hokusai PS4 Dualshock 4 Controller Skin | Sony Playstation Gamer Console V2 Decal Sticker Wrap Gaming Accessories,https://i.etsystatic.com/17933026/d/il/8b9256/1979029157/il_340x270.1979029157_mcgn.jpg?version=0,https://www.etsy.com/in-en/listing/656471620/great-wave-off-kanagawa-by-hokusai-ps4?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-15-13&organic_search_click=1,4.7242,621,12,United States
"Gamer svg, Game svg, Retro svg, 90's svg, gamer, svg, Gaming svg, xbox svg, ps4 svg, wii u svg, gamer, cricut clip art cut files, game funny",https://i.etsystatic.com/18322801/d/il/7e71d1/1708927506/il_340x270.1708927506_m7gb.jpg?version=0,https://www.etsy.com/in-en/listing/650810054/gamer-svg-game-svg-retro-svg-90s-svg?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-15-14&organic_search_click=1,5,10,3.25,United States
PS4 Slim Skin Marvel IRON MAN with 2 Controller Skins Playstation 4,https://i.etsystatic.com/11353554/d/il/81715b/1190802401/il_340x270.1190802401_josu.jpg?version=0,https://www.etsy.com/in-en/listing/499108590/ps4-slim-skin-marvel-iron-man-with-2?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-15-15&organic_search_click=1,4.6667,85,18.1,United States
Universal Controller Wallmount - PS4 Controller Stand - Universal Controller Stand - Xbox One Stand - Controller Holder / Mount | Wall Stand,https://i.etsystatic.com/11269383/d/il/394602/1688520086/il_340x270.1688520086_9lgy.jpg?version=0,https://www.etsy.com/in-en/listing/658102573/universal-controller-wallmount-ps4?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-15-16&organic_search_click=1&col=1,4.9231,13,6.47,United States
"PLAYSTATION, Just Five More Minutes, video game poster, video game decor, PS4 controller print, teenage boy room, teen room, gamer gift",https://i.etsystatic.com/17393320/c/1923/1527/8/339/il/69693d/1765287393/il_340x270.1765287393_ktia.jpg,https://www.etsy.com/in-en/listing/653246432/playstation-just-five-more-minutes-video?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-15-18&organic_search_click=1&frs=1,4.875,25,19.4,United States
Gamer Wall Decal Video Game Gifts Kids PS4 Xbox Gaming Room Quote Poster Vinyl Sticker Playroom Decor Children Nursery Wall Art Print x91,https://i.etsystatic.com/18058682/d/il/462811/1559842790/il_340x270.1559842790_o47c.jpg?version=0,https://www.etsy.com/in-en/listing/614854994/gamer-wall-decal-video-game-gifts-kids?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-15-19&organic_search_click=1&col=1,4.9167,72,23.95,United States
PS4 Slim Skin Exclusive Batman Original Logo Skin with 2 Controller Skins Playstation 4,https://i.etsystatic.com/11353554/d/il/fa42a9/1194265811/il_340x270.1194265811_4s49.jpg?version=0,https://www.etsy.com/in-en/listing/513661659/ps4-slim-skin-exclusive-batman-original?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-15-20&organic_search_click=1,4.6667,85,18.1,United States
Almond Blossoms By Van Gogh PS4 Skin | Sony Playstation 4 Gamer Console Slim Pro Controller Decal Sticker Wrap Gaming Accessories,https://i.etsystatic.com/17933026/d/il/703e3a/1965368239/il_340x270.1965368239_p2pv.jpg?version=0,https://www.etsy.com/in-en/listing/678475697/almond-blossoms-by-van-gogh-ps4-skin?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-15-21&organic_search_click=1,4.7242,621,32,United States
FINAL FANTASY 7 Remake PS4 Controller Light bar 7x Vinyl Decal Sticker Playstation 4,https://i.etsystatic.com/20620361/c/1710/1359/36/65/il/373e98/1945321898/il_340x270.1945321898_5i4k.jpg,https://www.etsy.com/in-en/listing/705936572/final-fantasy-7-remake-ps4-controller?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-15-22&organic_search_click=1,5,1,4.52,United States
tshirt clothing apparel Kids Children black or white CALL of DUTY black ops 4 bo4 xbox one ps4,https://i.etsystatic.com/18675946/d/il/522170/1695355064/il_340x270.1695355064_fzew.jpg?version=0,https://www.etsy.com/in-en/listing/647435676/tshirt-clothing-apparel-kids-children?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-15-23&organic_search_click=1&sca=1&col=1,5,14,24.27,United States
Green Shadow Soft Touch PS4 Controller,https://i.etsystatic.com/20332497/d/il/fb25e9/1949558635/il_340x270.1949558635_8pzw.jpg?version=0,https://www.etsy.com/in-en/listing/712110233/green-shadow-soft-touch-ps4-controller?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-15-24&organic_search_click=1,5,3,69,United States
"Eat Sleep Game Repeat, PLAYSTATION POSTER, video game poster, gamer gift, PS4, kids room - orange - video game wall art - teen room art",https://i.etsystatic.com/13888410/d/il/2b9dda/1290772061/il_340x270.1290772061_1axo.jpg?version=0,https://www.etsy.com/in-en/listing/491808646/eat-sleep-game-repeat-playstation-poster?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-15-25&organic_search_click=1,4.95,191,6.35,United States
marilyn manson ps4 lightbar decal gun sticker customise pad rock film legend easy applied,https://i.etsystatic.com/20029078/d/il/d4f4ec/1923769598/il_340x270.1923769598_jbfm.jpg?version=0,https://www.etsy.com/in-en/listing/717103669/marilyn-manson-ps4-lightbar-decal-gun?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-15-26&organic_search_click=1,5,1,3.62,United States
Black Marble PS4 Dualshock 4 Controller Skin | Sony Playstation Gamer Console V2 Decal Sticker Wrap Gaming Accessories,https://i.etsystatic.com/17933026/d/il/24682c/1979029013/il_340x270.1979029013_5ani.jpg?version=0,https://www.etsy.com/in-en/listing/658629668/black-marble-ps4-dualshock-4-controller?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-15-27&organic_search_click=1,4.7242,621,12,United States
Playstation 4 Controller Splatter T-Shirt - Black Mens Shirt - Outdoors - Gamers - PS4 - Video Games - Nintendo -  Womens - Boys - Girl,https://i.etsystatic.com/17931810/c/1142/907/393/24/il/2a3f73/1618779821/il_340x270.1618779821_dszw.jpg,https://www.etsy.com/in-en/listing/631702951/playstation-4-controller-splatter-t?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-15-28&organic_search_click=1&col=1,4.9231,13,19.99,United States
"Assassin's Creed Bow Tie, Self Tie, Pre Tied, Video Game, Tie, PS4, Xbox, PC Gamer, Red, Origins, Nintendo, Bowtie, Dapper On Arrival",https://i.etsystatic.com/11039609/d/il/5e7fee/1376370178/il_340x270.1376370178_5jd9.jpg?version=0,https://www.etsy.com/in-en/listing/565039858/assassins-creed-bow-tie-self-tie-pre?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-15-29&organic_search_click=1,4.9381,217,24,United States
nine inch nails ps4 lightbar decal gun sticker customise pad rock film legend easy applied,https://i.etsystatic.com/20029078/d/il/7ebbed/1923772046/il_340x270.1923772046_dtia.jpg?version=0,https://www.etsy.com/in-en/listing/703252210/nine-inch-nails-ps4-lightbar-decal-gun?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-15-30&organic_search_click=1,5,1,3.62,United States
"Playstation 4 Silver Replacement Custom 338 Sniper Thumbsticks, Hand Made from Genuine Bullets for PS4 Controller - UK Company",https://i.etsystatic.com/14274601/d/il/661169/1519449030/il_340x270.1519449030_8w48.jpg?version=0,https://www.etsy.com/in-en/listing/618344739/playstation-4-silver-replacement-custom?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-15-32&organic_search_click=1,4.6667,25,10.42,United States
Full Chrome/Silver PS4 Controller,https://i.etsystatic.com/20332497/d/il/d1928a/1949792857/il_340x270.1949792857_8vve.jpg?version=0,https://www.etsy.com/in-en/listing/698310486/full-chromesilver-ps4-controller?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-15-33&organic_search_click=1,5,3,74,United States
"Gamer hoodie  PS3, PS4, XBOX, WiiU, Switch can be personalized with name",https://i.etsystatic.com/6848791/d/il/90ddea/1433212109/il_340x270.1433212109_cjpo.jpg?version=0,https://www.etsy.com/in-en/listing/582078505/gamer-hoodie-ps3-ps4-xbox-wiiu-switch?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-15-34&organic_search_click=1&col=1,4.7097,267,35,United States
"Gold Ps4 PRO Rapid Fire Custom Modded Controller 40 Mods for COD BO3, Infinite Warfare, Destiny, Ghosts Quick Scope Sniper Breath and More",https://i.etsystatic.com/11094348/d/il/9e9cac/1221468248/il_340x270.1221468248_8eqq.jpg?version=0,https://www.etsy.com/in-en/listing/537303243/gold-ps4-pro-rapid-fire-custom-modded?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-15-35&organic_search_click=1,4.76,91,99.95,United States
Sunset Clouds In The Sky PS4 Dualshock 4 Controller Skin,https://i.etsystatic.com/17933026/d/il/75ceb2/1979024921/il_340x270.1979024921_f2q6.jpg?version=0,https://www.etsy.com/in-en/listing/718385645/sunset-clouds-in-the-sky-ps4-dualshock-4?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-15-36&organic_search_click=1,4.7242,621,12,United States
Black Cat Leather Mask PS4 Spider-Man Felicia Hardy PlayStation 4 Cosplay Costume Marvel Spiderman The Heist DLC Halloween Sexy Black Masks,https://i.etsystatic.com/6855175/c/847/672/64/124/il/7b9607/1885897569/il_340x270.1885897569_7jt6.jpg,https://www.etsy.com/in-en/listing/683105988/black-cat-leather-mask-ps4-spider-man?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-15-37&organic_search_click=1,4.945,1297,39,United States
Sunset Beach PS4 Dualshock 4 Controller Skin | Sony Playstation Gamer Console V2 Decal Sticker Wrap Gaming Accessories,https://i.etsystatic.com/17933026/d/il/f3fddd/1931495944/il_340x270.1931495944_d669.jpg?version=0,https://www.etsy.com/in-en/listing/677439229/sunset-beach-ps4-dualshock-4-controller?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-15-38&organic_search_click=1,4.7242,621,12,United States
Fire Skull Hydro Dip PS4 Controller,https://i.etsystatic.com/20332497/d/il/03da6f/1949530077/il_340x270.1949530077_higc.jpg?version=0,https://www.etsy.com/in-en/listing/698248450/fire-skull-hydro-dip-ps4-controller?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-15-39&organic_search_click=1,5,3,69,United States
Transparent Red Ps4 Pro Custom UN-MODDED Controller Exclusive Unique Design CUH-ZCT2U,https://i.etsystatic.com/11094348/d/il/4d2cd0/1918576323/il_340x270.1918576323_ipkz.jpg?version=0,https://www.etsy.com/in-en/listing/704763923/transparent-red-ps4-pro-custom-un-modded?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-15-40&organic_search_click=1,4.76,91,79.95,United States
White Marble PS4 Dualshock 4 Controller Skin | Sony Playstation Gamer Console V2 Decal Sticker Wrap Gaming Accessories,https://i.etsystatic.com/17933026/d/il/47a013/1979029899/il_340x270.1979029899_1cr1.jpg?version=0,https://www.etsy.com/in-en/listing/658628780/white-marble-ps4-dualshock-4-controller?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-15-41&organic_search_click=1,4.7242,621,12,United States
Red Skull Soft Touch PS4 Controller,https://i.etsystatic.com/20332497/d/il/fc9fc2/1949806557/il_340x270.1949806557_21xn.jpg?version=0,https://www.etsy.com/in-en/listing/698313828/red-skull-soft-touch-ps4-controller?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-15-42&organic_search_click=1,5,3,69,United States
"Kingdom Hearts themed Bow Tie, Sora, Mickey, Donald, Goofy, Keyblade, PS4, XBOX, Nintendo, Video Game, Wedding, Groom, Dapper On Arrival",https://i.etsystatic.com/11039609/d/il/6e78ea/1827076179/il_340x270.1827076179_of50.jpg?version=0,https://www.etsy.com/in-en/listing/669131054/kingdom-hearts-themed-bow-tie-sora?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-15-43&organic_search_click=1,4.9368,218,23,United States
PS4 Controller Light Bar 4x Vinyl Sticker Decal Playstation 4 #1 Battle Royale,https://i.etsystatic.com/20620361/d/il/4bbe46/1991827429/il_340x270.1991827429_jh6y.jpg?version=0,https://www.etsy.com/in-en/listing/707886794/ps4-controller-light-bar-4x-vinyl?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-15-44&organic_search_click=1,5,1,3.74,United States
Gold Simple Dots Printed PS4 Dualshock 4 Controller Skin | Sony Playstation Gamer Console V2 Decal Sticker Wrap Gaming Accessories,https://i.etsystatic.com/17933026/d/il/a77236/1979030113/il_340x270.1979030113_hscr.jpg?version=0,https://www.etsy.com/in-en/listing/670313725/gold-simple-dots-printed-ps4-dualshock-4?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-15-46&organic_search_click=1,4.7242,621,12,United States
Purple Chrome PS4 Controller,https://i.etsystatic.com/20332497/d/il/f191b9/1901958980/il_340x270.1901958980_n6ln.jpg?version=0,https://www.etsy.com/in-en/listing/698240600/purple-chrome-ps4-controller?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-15-47&organic_search_click=1,5,3,69,United States
"gamer svg, gaming svg, game svg, ps4 svg, Nintendo svg, xbox svg, geek svg, dorky svg, geeky svg, born to game svg, game svg, gamer shirt",https://i.etsystatic.com/18322801/d/il/6d9c38/1734438893/il_340x270.1734438893_ff06.jpg?version=0,https://www.etsy.com/in-en/listing/645533266/gamer-svg-gaming-svg-game-svg-ps4-svg?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-15-48&organic_search_click=1,5,10,3.25,United States
PS4 Spider-man “Advanced Suit” Enamel Pin and Art Print,https://i.etsystatic.com/18227704/d/il/91d5d9/1816903419/il_340x270.1816903419_nhse.jpg?version=0,https://www.etsy.com/in-en/listing/680529681/ps4-spider-man-advanced-suit-enamel-pin?ga_order=most_relevant&ga_search_type=all&ga_view_type=gallery&ga_search_query=ps4&ref=sr_gallery-16-1&organic_search_click=1,4.9091,11,25,United States
